{'artist': 'Dick Dale', 'song': "It's Beginning to Look a Lot Like Christmas", 'genre': 'Holiday', 'alternative_artist': 'Dick Dale', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Ave Maria (Sung In German)', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Adeste Fidelis (Instrumental)', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Virgin Mary', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'What Child Is This?', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Cantique de Noël (Oh Holy Night, Sung In German)', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'The Carol of the Birds', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'We Three Kings', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Deck the Halls (Instrumental)', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Coventry Carol', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Away In a Manger', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'The Little Drummer Boy', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Good Christian Kings', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Down In Yon Forrest', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': "Mary's Wandering", 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Angels We Have Heard On High (Instrumental)', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'The First Noël', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Burgundian Carol', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Good King Wenceslas (Instrumental)', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Joan Baez', 'song': 'Bring a Torch, Jeannette, Isabella (Instrumental)', 'genre': 'Holiday', 'alternative_artist': 'Joan Baez', 'add_to_final_records': True}
{'artist': 'Eurythmics', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Eurythmics', 'add_to_final_records': True}
{'artist': 'Lee DeWyze', 'song': 'Xmas Jamboree', 'genre': 'Holiday', 'alternative_artist': 'Lee DeWyze', 'add_to_final_records': True}
{'artist': 'Jason Ellsworth', 'song': 'Wizards in Winter', 'genre': 'Holiday', 'alternative_artist': 'Electric Wizard', 'add_to_final_records': True}
{'artist': 'Rooney & Snyder', 'song': 'Danger Was the Stranger At the Manger', 'genre': 'Holiday', 'alternative_artist': 'Rooney', 'add_to_final_records': True}
{'artist': 'Mark Caesar - The Physician', 'song': 'Girl In da Blue Jeans', 'genre': 'Holiday', 'alternative_artist': 'Da Blast', 'add_to_final_records': True}
{'artist': 'Paul Anka', 'song': 'Let It Snow', 'genre': 'Holiday', 'alternative_artist': 'Paul Anka', 'add_to_final_records': True}
{'artist': 'Paul Anka', 'song': 'Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'Paul Anka', 'add_to_final_records': True}
{'artist': 'Paul Anka', 'song': 'Blue Christmas', 'genre': 'Holiday', 'alternative_artist': 'Paul Anka', 'add_to_final_records': True}
{'artist': 'Paul Anka', 'song': 'Silent Night / A Cradle In Bethlehem', 'genre': 'Holiday', 'alternative_artist': 'Paul Anka', 'add_to_final_records': True}
{'artist': 'Paul Anka', 'song': 'Santa Claus Is Coming to Town', 'genre': 'Holiday', 'alternative_artist': 'Paul Anka', 'add_to_final_records': True}
{'artist': 'Paul Anka', 'song': "I'll Be Home for Christmas", 'genre': 'Holiday', 'alternative_artist': 'Paul Anka', 'add_to_final_records': True}
{'artist': 'Paul Anka', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'Paul Anka', 'add_to_final_records': True}
{'artist': 'Paul Anka', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Paul Anka', 'add_to_final_records': True}
{'artist': 'Paul Anka', 'song': "It's the Most Wonderful Time of the Year", 'genre': 'Holiday', 'alternative_artist': 'Paul Anka', 'add_to_final_records': True}
{'artist': 'Paul Anka', 'song': 'Silver Bells', 'genre': 'Holiday', 'alternative_artist': 'Paul Anka', 'add_to_final_records': True}
{'artist': 'Paul Anka', 'song': 'White Christmas', 'genre': 'Holiday', 'alternative_artist': 'Paul Anka', 'add_to_final_records': True}
{'artist': 'Kurtis Blow', 'song': "Christmas Rappin'", 'genre': 'Holiday', 'alternative_artist': 'Kurtis Blow', 'add_to_final_records': True}
{'artist': 'Mormon Tabernacle Choir', 'song': 'Oh, Come, All Ye Faithful (With Soloist Bryn Terfel)', 'genre': 'Holiday', 'alternative_artist': 'Oh Wonder', 'add_to_final_records': True}
{'artist': 'Daniel Kirkley', 'song': 'Sacred Medley: Oh Come Oh Come Emmanuel / The First Noel / Silent Night / I Wonder As I Wonder', 'genre': 'Holiday', 'alternative_artist': 'Oh Wonder', 'add_to_final_records': True}
{'artist': 'Josh Gracin', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Josh Gracin', 'add_to_final_records': True}
{'artist': 'Josh Gracin', 'song': 'Please Come Home for Christmas', 'genre': 'Holiday', 'alternative_artist': 'Josh Gracin', 'add_to_final_records': True}
{'artist': 'Josh Gracin', 'song': "The Virgin's Lullaby", 'genre': 'Holiday', 'alternative_artist': 'Josh Gracin', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Ave Maria', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Jesu Bambino', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': "Skater's Waltz", 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Christmas Medley', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Sleigh Ride', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Coventry Carol', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Jingle Bells / White Christmas / Adestes Fideles / Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'The Little Drummer Boy', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'O Little Town of Bethlehem / It Came Upon a Midnight Clear / Joy to the World', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Silver Bells', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'The Christmas Song', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': "'Twas the Night Before Christmas", 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Star Bright', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'What Child Is This', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'The Spirit of Christmas', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'The Rosary', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': "Party With Santa/Jingle Bells/I'll Be Seeing You", 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Christmas Prayer/O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Christmas Card Recitation', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'White Christmas/Adeste Fideles/Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'Liberace', 'song': 'Bless This House', 'genre': 'Holiday', 'alternative_artist': 'Liberace', 'add_to_final_records': True}
{'artist': 'India.Arie & Joe Sample', 'song': 'Silent Night (feat. Brandy)', 'genre': 'Holiday', 'alternative_artist': 'Braddy', 'add_to_final_records': True}
{'artist': 'Jeff Buckley', 'song': 'Hallelujah', 'genre': 'Holiday', 'alternative_artist': 'Jeff Buckley', 'add_to_final_records': True}
{'artist': 'Alice Cooper, Billy Sheehan, John 5 & Vinny Appice', 'song': 'Santa Claus Is Coming to Town', 'genre': 'Holiday', 'alternative_artist': 'John 5', 'add_to_final_records': True}
{'artist': 'Mel Street', 'song': 'Memory of an Old Christmas Card', 'genre': 'Holiday', 'alternative_artist': 'Mel Street', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Carol of the Bells', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Joy to the World', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'The First Noel', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Christmas of Love', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'The Coventry Carol (Lullay)', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Hark! The Herald Angels Sing', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Christmas Lights', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Last Christmas / All I Want for Christmas Is You', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Santa Tell Me', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Jingle Bell Rock', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Little Drummer Boy', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Mistletoe', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'Cimorelli', 'song': 'Coventry Carol (Lullay)', 'genre': 'Holiday', 'alternative_artist': 'Cimorelli', 'add_to_final_records': True}
{'artist': 'John Legend', 'song': 'Have Yourself a Merry Little Christmas (feat. Esperanza Spalding)', 'genre': 'Holiday', 'alternative_artist': 'Esperanza Spalding', 'add_to_final_records': True}
{'artist': 'Lacy J. Dalton', 'song': 'Here Comes Santa Claus', 'genre': 'Holiday', 'alternative_artist': 'Lacy J', 'add_to_final_records': True}
{'artist': 'Columbia River Group Entertainment & Lacy J. Dalton', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Lacy J', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Oh Tannenbaum', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Der kleine Trommler', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Ihr Kinderlein kommet', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Stille Nacht, heilige Nacht', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Weihnachten auf hoher See', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Heidschi, Bumbeidschi', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Weiße Weihnacht in der Heimat', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Leise rieselt der Schnee', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': "Es ist ein Ros' entsprungen", 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': "Morgen Kinder wird's was geben", 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Alle Jahre wieder', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Heilige Nacht', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Zu Hause brennt ein Lichterbaum', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Süßer die Glocken nie klingen', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Fröhliche Weihnacht', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Süßer die glocken nie klingen', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Knecht Ruprecht', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Jonny Hill', 'song': 'Es wird schon gleich dumpa', 'genre': 'Holiday', 'alternative_artist': 'Jonny Hill', 'add_to_final_records': True}
{'artist': 'Boxcar Willie', 'song': 'Up On the House Top', 'genre': 'Holiday', 'alternative_artist': 'Boxcar Willie', 'add_to_final_records': True}
{'artist': 'Boxcar Willie', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Boxcar Willie', 'add_to_final_records': True}
{'artist': 'Sam Bush', 'song': 'Sleigh Ride', 'genre': 'Holiday', 'alternative_artist': 'Sam Bush', 'add_to_final_records': True}
{'artist': 'Demon Hunter', 'song': 'The Wind', 'genre': 'Holiday', 'alternative_artist': 'Demon Hunter', 'add_to_final_records': True}
{'artist': 'Carmel & Eddie Money', 'song': "Baby It's Cold Outside", 'genre': 'Holiday', 'alternative_artist': 'Eddie Money', 'add_to_final_records': True}
{'artist': 'Eddie Money', 'song': 'Little Drummer Boy (feat. Corey Glover & the Counterfeiters)', 'genre': 'Holiday', 'alternative_artist': 'Eddie Money', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Jingle Bell Rock', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Jingle Bells', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': "Gettin' In the Mood (For Christmas)", 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'The Nutcracker Suite', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Run Rudolph Run', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Boogie Woogie Santa Claus', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Sleigh Ride', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': "You're a Mean One, Mr. Grinch", 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Winter Wonderland', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': "(Everybody's Waitin' For) The Man With the Bag", 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Let It Snow! Let It Snow! Let It Snow!', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Santa Drives a Hot Rod', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Dig That Crazy Santa Claus', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Angels We Have Heard On High', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Santa Claus Is Coming to Town', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': "Baby, It's Cold Outside", 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': "Bach's Bounce", 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'My Favorite Things', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Take a Break Guys', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Christmas Island', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'White Christmas', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Cool Yule', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': "'Zat You Santa Claus?", 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Hey Santa!', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': "What Are You Doing New Year's Eve", 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Yabba-Dabba Yuletide', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Santa Claus Is Back In Town', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Rockabilly Rudolph', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Here Comes Santa Claus', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': "Rockin' Around the Christmas Tree", 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': "Baby It's Cold Outside (Duet With Ann-Margaret)", 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': "Swingin' Joy", 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Most Wonderful Time of the Year', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Have Yourself a Merry Little Christmas', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Carol of the Bells', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Hark! The Herald Angels Sing', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'O Little Town of Bethlehem', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'O Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Little Jack Frost', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Cactus Christmas', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': "So They Say It's Christmas", 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Blue Christmas', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'The Amens', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': 'Stray Cat Strut / You’re a Mean One, Mr. Grinch (Live)', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'The Brian Setzer Orchestra', 'song': '(Everybody’s Waiting For) The Man With The Bag (Live)', 'genre': 'Holiday', 'alternative_artist': 'Brian Setzer Orchestra', 'add_to_final_records': True}
{'artist': 'Josh Kelley', 'song': 'Fall In Love With Me On Christmas', 'genre': 'Holiday', 'alternative_artist': 'Josh Kelley', 'add_to_final_records': True}
{'artist': 'Josh Kelley', 'song': 'Oh Holy Night', 'genre': 'Holiday', 'alternative_artist': 'Josh Kelley', 'add_to_final_records': True}
{'artist': 'Josh Kelley', 'song': 'Travelin Home for Christmas (feat. Katherine Heigl)', 'genre': 'Holiday', 'alternative_artist': 'Josh Kelley', 'add_to_final_records': True}
{'artist': 'Josh Kelley', 'song': 'Silent Night', 'genre': 'Holiday', 'alternative_artist': 'Josh Kelley', 'add_to_final_records': True}
{'artist': 'Josh Kelley', 'song': 'Jingle Bells', 'genre': 'Holiday', 'alternative_artist': 'Josh Kelley', 'add_to_final_records': True}
{'artist': 'Dr Teeth & Electric Mayhem Band', 'song': "'Zat You Santa Claus?", 'genre': 'Holiday', 'alternative_artist': 'Mayham', 'add_to_final_records': True}
{'artist': 'Electric Mayhem Band', 'song': 'Merry Christmas Baby', 'genre': 'Holiday', 'alternative_artist': 'Mayham', 'add_to_final_records': True}
{'artist': 'Dr.Teeth, Electric Mayhem Band', 'song': 'Run, Run Rudolph', 'genre': 'Holiday', 'alternative_artist': 'Mayham', 'add_to_final_records': True}
{'artist': 'Office Romance', 'song': 'I Love the Holidays (feat. Syd Butler, Seth Jabour, Amy Carlson & Alex Winston)', 'genre': 'Holiday', 'alternative_artist': 'Alex Winston', 'add_to_final_records': True}
{'artist': 'Office Romance', 'song': "Holidays Aren't the Same Without You (feat. Syd Butler, Seth Jabour, Amy Carlson & Alex Winston)", 'genre': 'Holiday', 'alternative_artist': 'Alex Winston', 'add_to_final_records': True}
{'artist': 'Afroman', 'song': 'Deck My Balls', 'genre': 'Holiday', 'alternative_artist': 'Afroman', 'add_to_final_records': True}
{'artist': 'Afroman', 'song': "12 J's of Christmas", 'genre': 'Holiday', 'alternative_artist': 'Afroman', 'add_to_final_records': True}
{'artist': 'Afroman', 'song': 'Afroman Is Coming to Town', 'genre': 'Holiday', 'alternative_artist': 'Afroman', 'add_to_final_records': True}
{'artist': 'Afroman', 'song': 'Frosty', 'genre': 'Holiday', 'alternative_artist': 'Afroman', 'add_to_final_records': True}
{'artist': 'Afroman', 'song': 'Jobe Bells', 'genre': 'Holiday', 'alternative_artist': 'Afroman', 'add_to_final_records': True}
{'artist': 'Afroman', 'song': 'I Wish You Would Roll a New Blunt', 'genre': 'Holiday', 'alternative_artist': 'Afroman', 'add_to_final_records': True}
{'artist': 'Afroman', 'song': 'Police Blow My Wad', 'genre': 'Holiday', 'alternative_artist': 'Afroman', 'add_to_final_records': True}
{'artist': 'Afroman', 'song': 'Violent Night', 'genre': 'Holiday', 'alternative_artist': 'Afroman', 'add_to_final_records': True}
{'artist': 'Afroman', 'song': "12 J's of X-Mas", 'genre': 'Holiday', 'alternative_artist': 'Afroman', 'add_to_final_records': True}
